Well Log Id,Well Comp Dt,Year,Well Depth Qt,Well Diameter Qt,Well Depth,elevation,elevation (ft),St Plane Xcoord Nr,St Plane Ycoord Nr,latitude,longitude
68663,7/24/1979,1979,90,6,70.76116,49,160.76116,1135941,836343,47.60868166,-122.5451448
68672,6/19/1986,1986,43,6,-39.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
68721,4/7/1987,1987,99,6,-43.22572,17,55.77428,1137847,860098,47.67391208,-122.5399114
68731,6/13/1986,1986,75,6,62.79528,42,137.79528,1127207,856371,47.66293718,-122.5826795
68776,5/11/1990,1990,125,6,42.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
68777,10/3/1984,1984,82,6,65.6378,45,147.6378,1129845,856325,47.66300155,-122.5719741
68814,12/30/1983,1983,57,6,97.19948,47,154.19948,1137910,862719,47.68109867,-122.5399308
68831,2/3/1993,1993,249,6,26.59056,84,275.59056,1131160,845707,47.63400024,-122.565512
68982,5/8/1978,1978,102,6,-29.82152,22,72.17848,1137467,842932,47.62684582,-122.5396517
69040,12/18/1984,1984,268,6,-80.99212,57,187.00788,1134325,874659,47.71356141,-122.5557406
69114,8/16/1989,1989,118,6,-118,0,0,1134425,877260,47.72069569,-122.5556099
69116,7/7/1992,1992,105,6,22.95276,39,127.95276,1142931,850651,47.64838335,-122.5183037
69121,7/25/1986,1986,328,6,-328,0,0,1145562,850534,47.64824677,-122.5076222
69123,9/12/1991,1991,60,6,-60,0,0,1128773,861618,47.67742817,-122.5768879
69147,10/3/1973,1973,80,6,107.00788,57,187.00788,1136208,845611,47.6340977,-122.5450368
69155,11/29/1978,1978,43,6,117.76116,49,160.76116,1143293,866485,47.6917979,-122.5184792
69159,3/5/1991,1991,248,6,37.43308,87,285.43308,1129401,845750,47.6339916,-122.5726477
69170,9/28/1992,1992,12,48,60.17848,22,72.17848,1128889,832512,47.59767892,-122.5733124
69173,3/9/1992,1992,164,6,108.30972,83,272.30972,1142521,836921,47.61073015,-122.5185411
69194,3/19/1982,1982,90,6,37.95276,39,127.95276,1142931,850651,47.64838335,-122.5183037
69195,3/26/1982,1982,91,6,36.95276,39,127.95276,1142931,850651,47.64838335,-122.5183037
69199,8/29/1989,1989,254,6,-171.979,25,82.021,1140321,852087,47.65213485,-122.5290376
69242,10/28/1985,1985,283,6,-86.1496,60,196.8504,1134118,869384,47.69909224,-122.5560226
69274,9/28/1978,1978,169,6,60.6588,70,229.6588,1136294,849586,47.64499639,-122.5451061
69294,8/2/1984,1984,40,6,58.4252,30,98.4252,1129713,851040,47.64850996,-122.5719463
69315,5/22/1984,1984,235,6,24.18636,79,259.18636,1134723,839026,47.61594723,-122.550363
69335,9/18/1987,1987,640,8,-433.30708,63,206.69292,1139909,836221,47.60862823,-122.5290529
69336,8/11/1987,1987,91,8,-91,0,0,1142688,832163,47.59770331,-122.5173712
69344,5/23/1988,1988,63,6,-63,0,0,1139405,869226,47.69903503,-122.5345458
69348,8/12/1988,1988,26,6,98.67192,38,124.67192,1142051,869147,47.69900512,-122.5237972
69349,6/15/1977,1977,31,6,142.88452,53,173.88452,1143342,869124,47.69903277,-122.5185545
69353,2/13/1990,1990,377,6,-137.49868,73,239.50132,1138679,838904,47.61589367,-122.5343176
69385,7/15/1984,1984,105,6,134.50132,73,239.50132,1138679,838904,47.61589367,-122.5343176
69442,7/17/1995,1995,858,6,-608.65616,76,249.34384,1142516,835960,47.60809634,-122.5184617
69458,6/6/1975,1975,183,6,26.97376,64,209.97376,1139582,848805,47.64308913,-122.5316918
69473,7/3/1976,1976,67,6,110.16536,54,177.16536,1128952,835235,47.60514529,-122.5733472
69485,1/15/1990,1990,167,6,-22.64304,44,144.35696,1128639,858987,47.67020905,-122.5771504
69499,3/28/1988,1988,309,6,-184.32808,38,124.67192,1145910,824092,47.57581086,-122.5034868
69512,9/21/1979,1979,115,6,111.37796,69,226.37796,1134765,840350,47.61957837,-122.5503323
69513,1/3/1979,1979,554,6,-393.23884,49,160.76116,1144499,837402,47.61218672,-122.5105752
69514,1/3/1979,1979,554,6,-426.04724,39,127.95276,1143799,835923,47.60808482,-122.513259
69554,7/28/1988,1988,115,6,104.81628,67,219.81628,1137555,846897,47.63771729,-122.5397107
69558,4/15/1988,1988,121,6,49.60368,52,170.60368,1142525,837883,47.61336663,-122.5186247
69577,9/20/1986,1986,313,6,-43.97112,82,269.02888,1145080,835891,47.60808663,-122.5080648
69590,1/25/1990,1990,117,6,33.91864,46,150.91864,1127075,851104,47.64849492,-122.5826507
69608,9/24/1986,1986,135,6,183.24148,97,318.24148,1139399,833579,47.6013523,-122.5308438
69610,12/28/1988,1988,121,6,62.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
69639,9/7/1988,1988,195,6,11.69292,63,206.69292,1139954,837536,47.61223493,-122.5290077
69640,4/8/1988,1988,116,6,2.11024,36,118.11024,1143824,837884,47.61346037,-122.5133605
69646,7/28/1988,1988,105,6,45.91864,46,150.91864,1137439,841610,47.62322117,-122.5396266
69661,6/26/1980,1980,47,6,67.8294,35,114.8294,1132355,850981,47.64853801,-122.5612263
69668,1/2/1978,1978,300,6,-260.62992,12,39.37008,1139242,828218,47.58665023,-122.5309206
69710,3/31/1980,1980,72,6,59.2336,40,131.2336,1127151,852411,47.65208189,-122.5824825
69716,7/15/1981,1981,358,6,-6.95012,107,351.04988,1131131,844388,47.63038375,-122.5654895
69727,6/25/1987,1987,78,6,105.72704,56,183.72704,1142004,867831,47.6953957,-122.5238509
69756,7/28/1986,1986,89,6,75.042,50,164.042,1135400,868021,47.69544884,-122.5506751
69788,7/28/1986,1986,110,6,77.00788,57,187.00788,1136208,845611,47.6340977,-122.5450368
69806,1/31/1978,1978,523,6,-395.04724,39,127.95276,1140680,867871,47.69541208,-122.5292289
69861,2/20/1990,1990,37,36,113.91864,46,150.91864,1138030,867946,47.69543024,-122.5399926
69880,4/26/1983,1983,83,6,51.51444,41,134.51444,1128480,853706,47.65572652,-122.5772311
69914,6/12/1984,1984,207,6,-0.30708,63,206.69292,1139954,837536,47.61223493,-122.5290077
69927,12/28/1977,1977,59,6,55.8294,35,114.8294,1127169,853731,47.65570028,-122.5825508
69994,3/30/1984,1984,251,6,-251,0,0,1136673,866670,47.69183743,-122.545366
70013,9/18/1981,1981,283,6,-92.71128,58,190.28872,1132776,868093,47.69545867,-122.5613329
70017,6/1/1979,1979,102,6,65.32284,51,167.32284,1132689,864134,47.68460404,-122.561266
70028,10/28/1988,1988,135,6,42.16536,54,177.16536,1144049,844048,47.63036747,-122.5130864
70037,2/21/1990,1990,118,6,98.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
70050,4/20/1993,1993,42,6,338.57744,116,380.57744,1131106,843067,47.62676207,-122.5654506
70051,3/2/1984,1984,30,6,58.58268,27,88.58268,1133988,861517,47.67752585,-122.5557179
70102,10/11/1993,1993,246,6,-246,0,0,1146826,849196,47.64466831,-122.5023586
70103,9/13/1985,1985,253,6,-253,0,0,1131866,864291,47.68497525,-122.5646224
70139,2/9/1988,1988,135,6,6.07612,43,141.07612,1129883,857645,47.66662137,-122.5719607
70141,3/28/1992,1992,139,6,11.91864,46,150.91864,1127075,851104,47.64849492,-122.5826507
70206,3/14/1981,1981,152,6,-1.08136,46,150.91864,1128395,851072,47.64850263,-122.5772945
70209,6/9/1983,1983,50,6,133.72704,56,183.72704,1129150,854358,47.65756147,-122.5745834
70226,7/8/1986,1986,58,6,151.97376,64,209.97376,1144167,847987,47.64116978,-122.5130156
70227,3/3/1983,1983,67,6,74.07612,43,141.07612,1129883,857645,47.66662137,-122.5719607
70323,7/30/1986,1986,217,8,111.084,100,328.084,1141278,837490,47.6122021,-122.5236374
70328,12/7/1987,1987,157,6,52.97376,64,209.97376,1136791,834988,47.60502889,-122.5415583
70333,2/12/1991,1991,294,6,-136.51968,48,157.48032,1132798,869426,47.6991129,-122.561385
70365,8/25/1992,1992,71,6,-67.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
70396,4/20/1988,1988,262,6,-262,0,0,1145518,849242,47.64470324,-122.5076673
70397,4/20/1976,1976,98,6,223.52232,98,321.52232,1132155,841724,47.62315709,-122.5610562
70398,8/29/1980,1980,255,,-127.04724,39,127.95276,1143799,835923,47.60808482,-122.513259
70407,1/26/1985,1985,120,6,139.18636,79,259.18636,1134723,839026,47.61594723,-122.550363
70439,12/23/1980,1980,398,6,-398,0,0,1127570,832537,47.59765228,-122.5786587
70447,4/10/1980,1980,310,6,-103.30708,63,206.69292,1139909,836221,47.60862823,-122.5290529
70467,8/25/1979,1979,109,6,78.00788,57,187.00788,1134832,842994,47.62682847,-122.5503394
70474,4/12/1990,1990,230,6,-59.39632,52,170.60368,1136645,865365,47.68825948,-122.5453423
70476,8/6/1980,1980,90,6,64.19948,47,154.19948,1137910,862719,47.68109867,-122.5399308
70480,11/14/1982,1982,60,6,107.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
70486,10/4/1974,1974,86,6,18.98688,32,104.98688,1129022,849069,47.64305917,-122.5745382
70548,1/15/1992,1992,10,36,121.2336,40,131.2336,1135366,866703,47.69183484,-122.550674
70562,12/11/1978,1978,44,6,-44,0,0,1134147,833737,47.60141269,-122.5521396
70573,9/11/1991,1991,345,6,-148.1496,60,196.8504,1134118,869384,47.69909224,-122.5560226
70574,6/3/1980,1980,214,6,-4.02624,64,209.97376,1134056,866735,47.69182906,-122.555994
70575,2/18/1975,1975,123,8,37.76116,49,160.76116,1132718,865452,47.68821769,-122.5612881
70628,10/13/1978,1978,148,6,-20.04724,39,127.95276,1143799,835923,47.60808482,-122.513259
70631,11/26/1984,1984,64,6,103.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
70654,4/9/1987,1987,253,6,-174.25984,24,78.74016,1139454,870543,47.70264733,-122.5344848
70664,8/9/1979,1979,80,6,57.79528,42,137.79528,1129672,848392,47.64125086,-122.5718305
70671,8/2/1989,1989,65,6,144.97376,64,209.97376,1144167,847987,47.64116978,-122.5130156
70685,10/19/1989,1989,336,6,-80.09448,78,255.90552,1128521,845768,47.63397749,-122.5762172
70723,12/15/1987,1987,275,6,56.36484,101,331.36484,1135057,853580,47.65585294,-122.5505431
70729,11/8/1989,1989,257,6,-257,0,0,1136673,866670,47.69183743,-122.545366
70733,8/11/1984,1984,91,6,125.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
70749,9/10/1982,1982,52,6,0.49344,16,52.49344,1131033,851008,47.64851719,-122.5665901
70769,6/15/1977,1977,36,6,180.53544,66,216.53544,1135645,874608,47.71351583,-122.5503758
70827,8/10/1979,1979,40,6,117.48032,48,157.48032,1141614,850709,47.64844979,-122.5236505
70828,3/25/1981,1981,198,6,-198,0,0,1131237,858943,47.67027552,-122.5666061
70841,3/7/1989,1989,665,6,-537.04724,39,127.95276,1140680,867871,47.69541208,-122.5292289
70849,3/22/1983,1983,320,6,-139.5538,55,180.4462,1137990,866634,47.69183226,-122.5400172
70860,6/22/1988,1988,217,6,-217,0,0,1145307,830744,47.59399785,-122.5066143
70868,7/15/1985,1985,95,6,-12.979,25,82.021,1135237,860170,47.67392389,-122.5505081
70874,3/10/1989,1989,144,6,-6.20472,42,137.79528,1129938,858965,47.6702424,-122.5718783
70905,1/24/1984,1984,179,6,4.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
70917,9/30/1980,1980,61,6,106.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
70938,10/4/1982,1982,158,6,-33.32808,38,124.67192,1131981,866969,47.69232172,-122.5644402
70948,11/6/1987,1987,370,6,-74.7244,90,295.2756,1133479,841699,47.62318328,-122.555687
70982,10/11/1984,1984,50,6,100.91864,46,150.91864,1131162,856302,47.66303323,-122.5666296
70983,8/26/1983,1983,103,6,185.71392,88,288.71392,1134181,872037,47.70636642,-122.5560477
70987,7/23/1979,1979,182,6,-24.51968,48,157.48032,1132798,869426,47.6991129,-122.561385
71022,9/17/1990,1990,82,6,127.97376,64,209.97376,1137728,854836,47.65948451,-122.5398419
71031,3/17/1977,1977,85,6,-42.34908,13,42.65092,1131910,865618,47.68861464,-122.5645848
71091,8/23/1979,1979,121,6,279.26248,122,400.26248,1145913,826732,47.58304569,-122.5037463
71099,6/6/1983,1983,67,6,106.88452,53,173.88452,1143316,867805,47.6954166,-122.518523
71134,10/30/1978,1978,138,6,81.81628,67,219.81628,1145102,836890,47.61082577,-122.5080787
71142,4/3/1991,1991,71,6,109.4462,55,180.4462,1137990,866634,47.69183226,-122.5400172
71159,8/24/1982,1982,62,6,236.55644,91,298.55644,1140571,862623,47.68102373,-122.5291232
71166,9/26/1990,1990,242,6,-77.958,50,164.042,1135400,868021,47.69544884,-122.5506751
71178,5/14/1980,1980,148,6,117.74804,81,265.74804,1144591,828091,47.58667769,-122.509241
71212,7/24/1989,1989,193,6,-61.7664,40,131.2336,1132952,873409,47.71003801,-122.5611825
71214,2/12/1981,1981,314,6,-28.56692,87,285.43308,1129401,845750,47.6339916,-122.5726477
71234,10/2/1985,1985,189,6,-189,0,0,1148029,846627,47.63771206,-122.4972167
71236,3/29/1979,1979,42,6,56.4252,30,98.4252,1129713,851040,47.64850996,-122.5719463
71248,6/20/1979,1979,90,6,205.2756,90,295.2756,1134151,870710,47.70272807,-122.556029
71267,12/5/1974,1974,80,6,18.4252,30,98.4252,1129713,851040,47.64850996,-122.5719463
71287,5/9/1990,1990,110,6,-11.5748,30,98.4252,1131488,831138,47.5941005,-122.5626374
71310,5/24/1986,1986,95,6,144.50132,73,239.50132,1134802,841673,47.62320642,-122.5503218
71315,8/9/1986,1986,86,6,32.11024,36,118.11024,1143824,837884,47.61346037,-122.5133605
71393,3/14/1979,1979,90,6,-17.82152,22,72.17848,1128889,832512,47.59767892,-122.5733124
71394,5/4/1978,1978,320,6,27.76904,106,347.76904,1130268,835183,47.60509749,-122.5680094
71436,3/22/1991,1991,117,6,66.72704,56,183.72704,1137526,845573,47.6340871,-122.5396895
71458,10/19/1990,1990,95,6,285.57744,116,380.57744,1131106,843067,47.62676207,-122.5654506
71478,12/21/1979,1979,37,6,192.6588,70,229.6588,1141969,866515,47.69178712,-122.5238558
71495,2/28/1984,1984,234,6,-50.27296,56,183.72704,1142004,867831,47.6953957,-122.5238509
71498,9/4/1979,1979,49,6,154.41208,62,203.41208,1133654,849634,47.64493982,-122.5558162
71538,3/2/1984,1984,119,6,-119,0,0,1134114,832413,47.59778215,-122.5521337
71543,8/10/1990,1990,261,6,-261,0,0,1136673,866670,47.69183743,-122.545366
71558,7/9/1981,1981,131,6,13.35696,44,144.35696,1128639,858987,47.67020905,-122.5771504
71600,2/9/1978,1978,60,6,123.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
71610,3/8/1982,1982,83,7,146.6588,70,229.6588,1136589,862753,47.68109807,-122.5452946
71628,3/9/1981,1981,46,6,42.58268,27,88.58268,1130992,848359,47.64125534,-122.5664748
71666,2/28/1990,1990,287,6,-60.62204,69,226.37796,1136124,841647,47.62322923,-122.5449606
71675,4/23/1979,1979,127,6,105.93964,71,232.93964,1138876,846845,47.6376683,-122.5343494
71714,12/12/1978,1978,72,6,137.97376,64,209.97376,1132845,872083,47.70639689,-122.5614762
71735,10/16/1989,1989,113,6,-63.7874,15,49.2126,1130970,847035,47.63762566,-122.5664234
71737,1/19/1987,1987,278,6,-278,0,0,1136673,866670,47.69183743,-122.545366
71759,10/2/1984,1984,85,6,69.19948,47,154.19948,1137910,862719,47.68109867,-122.5399308
71807,6/8/1989,1989,208,6,-24.27296,56,183.72704,1132821,870755,47.70275623,-122.5614327
71808,10/10/1986,1986,498,6,-314.27296,56,183.72704,1142004,867831,47.6953957,-122.5238509
71858,8/29/1990,1990,250,10,-112.20472,42,137.79528,1145387,845350,47.63402883,-122.5077967
71878,7/23/1991,1991,120,6,93.2546,65,213.2546,1142896,849337,47.64478016,-122.5183092
71879,3/9/1990,1990,92,6,327.94752,128,419.94752,1129401,843098,47.62672444,-122.5723652
71895,1/9/1981,1981,44,6,106.91864,46,150.91864,1138030,867946,47.69543024,-122.5399926
71899,5/29/1987,1987,257,6,-83.11548,53,173.88452,1147994,845308,47.63409515,-122.4972231
291555,7/30/1993,1993,212,6,-212,0,0,1139405,869226,47.69903503,-122.5345458
352613,6/21/2002,2002,58,,237.2756,90,295.2756,1134151,870710,47.70272807,-122.556029
460382,9/4/1980,1980,150,6,0.91864,46,150.91864,1138030,867946,47.69543024,-122.5399926
542413,4/18/1990,1990,149,6,67.53544,66,216.53544,1140620,865244,47.68820931,-122.5291981
589945,9/26/1996,1996,47,6,110.48032,48,157.48032,1132659,862815,47.68098757,-122.5612478
589951,7/13/1995,1995,120.3,6,24.05696,44,144.35696,1143809,836902,47.61076831,-122.5133197
589961,10/1/1993,1993,129.5,6,-129.5,0,0,1146777,847915,47.64115457,-122.5024254
589969,8/6/1993,1993,80,6,146.37796,69,226.37796,1137616,849549,47.64498882,-122.5397415
589992,2/12/1997,1997,339,6,-10.916,100,328.084,1141278,837490,47.6122021,-122.5236374
596705,10/9/1996,1996,198.5,6,-57.42388,43,141.07612,1129883,857645,47.66662137,-122.5719607
640305,7/16/1985,1985,160,6,-68.13648,28,91.86352,1146973,854517,47.65925964,-122.5023104
640307,4/30/1987,1987,140,8,-57.979,25,82.021,1135237,860170,47.67392389,-122.5505081
646073,10/7/1988,1988,335,10,-141.43044,59,193.56956,1133629,848309,47.64130719,-122.5557775
741350,6/29/2011,2011,114,6,-45.10236,21,68.89764,1137013,875860,47.71704385,-122.5449533
912072,2/21/2014,2014,117,6,24.07612,43,141.07612,1129883,857645,47.66662137,-122.5719607
67700,11/27/1978,1978,47,6,-47,0,0,1128838,829821,47.59030108,-122.5732324
1001238,7/11/2014,2014,11,6,169.4462,55,180.4462,1139024,853461,47.6558084,-122.5344414
61049,1/28/1989,1989,79,6,-6.82152,22,72.17848,1128889,832512,47.59767892,-122.5733124
69337,11/24/1987,1987,149,12,90.50132,73,239.50132,1138679,838904,47.61589367,-122.5343176
69338,3/21/1988,1988,958,8,-718.49868,73,239.50132,1138679,838904,47.61589367,-122.5343176
66903,4/25/1974,1974,402,8,-77.19684,99,324.80316,1135001,850934,47.64859825,-122.5504912
66902,5/1/1973,1973,1030,6,-961.10236,21,68.89764,1128352,848425,47.64124613,-122.5771861
61871,8/9/1979,1979,118,8,82.13124,61,200.13124,1135194,858855,47.67031743,-122.5505438
61429,8/8/1979,1979,173,6,-35.20472,42,137.79528,1137406,840281,47.61957697,-122.5396211
67669,9/2/1983,1983,143,6,96.50132,73,239.50132,1138679,838904,47.61589367,-122.5343176
70507,1/23/1980,1980,140,8,27.32284,51,167.32284,1138726,840224,47.6195142,-122.5342651
61702,5/26/1983,1983,397,6,-397,0,0,1145518,849242,47.64470324,-122.5076673
65688,1/25/1978,1978,190,8,-68.60892,37,121.39108,1135744,877212,47.72065826,-122.5502487
331324,11/17/1989,1989,125,6,121.063,75,246.063,1142746,834800,47.60493367,-122.5174095
65043,2/16/1978,1978,81,6,79.76116,49,160.76116,1132718,865452,47.68821769,-122.5612881
71490,6/14/1975,1975,105,6,-105,0,0,1131631,873456,47.71007206,-122.5665506
68682,10/23/1976,1976,57,6,80.79528,42,137.79528,1127207,856371,47.66293718,-122.5826795
61655,4/27/1984,1984,335,6,-203.7664,40,131.2336,1135366,866703,47.69183484,-122.550674
331328,8/1/1990,1990,235,6,-235,0,0,1136673,866670,47.69183743,-122.545366
71911,4/30/1992,1992,69,6,-52.5958,5,16.4042,1130156,829824,47.59040413,-122.5678938
64886,9/4/1974,1974,160,8,112.30972,83,272.30972,1146393,836871,47.61086368,-122.5028451
61126,4/8/1988,1988,526,6,-526,0,0,1140776,870504,47.7026338,-122.5291142
61430,8/27/1985,1985,108,6,0.26772,33,108.26772,1131959,865610,47.68859623,-122.5643851
70782,9/23/1988,1988,230,6,-20.02624,64,209.97376,1137646,850872,47.64861632,-122.5397586
61845,10/6/1987,1987,124,6,85.97376,64,209.97376,1137646,850872,47.64861632,-122.5397586
70821,7/3/1985,1985,229,6,-9.18372,67,219.81628,1145102,836890,47.61082577,-122.5080787
331219,9/14/1979,1979,192,6,-64.04724,39,127.95276,1143799,835923,47.60808482,-122.513259
68350,6/10/1989,1989,256,6,-91.958,50,164.042,1135400,868021,47.69544884,-122.5506751
67600,11/2/1978,1978,179,6,37.53544,66,216.53544,1135645,874608,47.71351583,-122.5503758
70814,1/19/1983,1983,217,6,-0.46456,66,216.53544,1135645,874608,47.71351583,-122.5503758
70389,7/11/1981,1981,97,6,-37.94488,18,59.05512,1138776,842882,47.62680146,-122.5343404
69723,9/29/1978,1978,272,6,-55.46456,66,216.53544,1145421,834702,47.60485214,-122.5065604
68427,12/29/1980,1980,40,6,117.48032,48,157.48032,1140001,838854,47.61584999,-122.5289546
67470,6/1/1979,1979,114,6,266.57744,116,380.57744,1131106,843067,47.62676207,-122.5654506
67628,8/5/1983,1983,83,6,195.8714,85,278.8714,1133706,852283,47.65220245,-122.5558853
66483,6/15/1978,1978,348,6,-206.92388,43,141.07612,1129883,857645,47.66662137,-122.5719607
71945,4/13/1992,1992,240,8,-128.45144,34,111.54856,1134374,875960,47.71712986,-122.5556793
71957,3/23/1992,1992,213,8,46.18636,79,259.18636,1136432,856195,47.66311651,-122.5452415
71962,4/14/1992,1992,162,6,143.11812,93,305.11812,1141924,863887,47.68458265,-122.5237648
71963,5/8/1992,1992,104,6,128.93964,71,232.93964,1138876,846845,47.6376683,-122.5343494
71971,7/7/1992,1992,176,6,109.43308,87,285.43308,1140596,863933,47.68461519,-122.5291586
71975,9/1/1992,1992,435,6,-435,0,0,1139405,869226,47.69903503,-122.5345458
63807,10/1/1986,1986,138,6,71.97376,64,209.97376,1144167,847987,47.64116978,-122.5130156
278119,11/7/1975,1975,123,6,90.2546,65,213.2546,1139211,861359,47.67746406,-122.5345094
68478,5/5/1986,1986,375,6,-135.49868,73,239.50132,1138679,838904,47.61589367,-122.5343176
68412,4/29/1991,1991,53,6,35.58268,27,88.58268,1133988,861517,47.67752585,-122.5557179
67684,5/11/1978,1978,105,6,219.80316,99,324.80316,1135001,850934,47.64859825,-122.5504912
552412,12/6/2007,2007,72,6,-72,0,0,1146777,847915,47.64115457,-122.5024254
71682,6/21/1984,1984,114,6,7.39108,37,121.39108,1131949,864449,47.68541416,-122.5643023
72016,1/29/1993,1993,115,6,12.95276,39,127.95276,1132260,845685,47.63401882,-122.5610502
72029,3/30/1993,1993,221,6,87.39896,94,308.39896,1133408,839058,47.61594111,-122.5556957
72045,7/31/1993,1993,158,6,-13.64304,44,144.35696,1128639,858987,47.67020905,-122.5771504
72071,12/8/1992,1992,110,6,-11.5748,30,98.4252,1131488,831138,47.5941005,-122.5626374
278162,8/16/1993,1993,82,6,157.50132,73,239.50132,1134802,841673,47.62320642,-122.5503218
72082,9/21/1993,1993,91,6,204.2756,90,295.2756,1134151,870710,47.70272807,-122.556029
72084,9/29/1993,1993,138,6,78.53544,66,216.53544,1140620,865244,47.68820931,-122.5291981
72097,5/27/1993,1993,57,6,277.64568,102,334.64568,1132191,843044,47.62677683,-122.5610501
72098,6/7/1993,1993,403,6,-403,0,0,1139405,869226,47.69903503,-122.5345458
72099,6/10/1993,1993,149,6,-4.64304,44,144.35696,1128639,858987,47.67020905,-122.5771504
72122,4/1/1993,1993,154,6,-85.10236,21,68.89764,1128352,848425,47.64124613,-122.5771861
72136,10/19/1993,1993,87,6,-87,0,0,1146826,849196,47.64466831,-122.5023586
72139,11/18/1993,1993,256,6,-49.30708,63,206.69292,1137702,853517,47.65586827,-122.539809
72141,11/23/1993,1993,365,5,-168.1496,60,196.8504,1134118,869384,47.69909224,-122.5560226
72142,12/14/1993,1993,138,6,9.6378,45,147.6378,1129845,856325,47.66300155,-122.5719741
407499,4/23/2005,2005,1212,6,-887.19684,99,324.80316,1143160,859894,47.67372768,-122.5183344
427031,7/26/2004,2004,690,8,-365.19684,99,324.80316,1143160,859894,47.67372768,-122.5183344
72154,7/8/1996,1996,323,6,-323,0,0,1145518,849242,47.64470324,-122.5076673
72157,7/25/1996,1996,129,6,281.105,125,410.105,1129402,841775,47.62309914,-122.5722202
72159,7/31/1996,1996,98,6,85.72704,56,183.72704,1137526,845573,47.6340871,-122.5396895
72160,7/31/1996,1996,135,6,-16.88976,36,118.11024,1143824,837884,47.61346037,-122.5133605
72165,1/19/1999,1999,439,6,-258.5538,55,180.4462,1137990,866634,47.69183226,-122.5400172
644584,11/8/1996,1996,465,6,-284.5538,55,180.4462,1137990,866634,47.69183226,-122.5400172
596707,11/11/1996,1996,59,6,0.05512,18,59.05512,1133969,862796,47.68102921,-122.5559303
660495,11/12/1996,1996,67.5,6,-8.44488,18,59.05512,1133969,862796,47.68102921,-122.5559303
338036,4/8/1997,1997,357,6,-219.20472,42,137.79528,1137406,840281,47.61957697,-122.5396211
338038,4/22/1997,1997,303,6,-152.08136,46,150.91864,1131162,856302,47.66303323,-122.5666296
581834,5/20/1997,1997,104,6,83.00788,57,187.00788,1145474,847948,47.64115422,-122.5077121
189990,5/21/1997,1997,93,6,94.00788,57,187.00788,1145474,847948,47.64115422,-122.5077121
189991,5/22/1997,1997,103,6,84.00788,57,187.00788,1145474,847948,47.64115422,-122.5077121
248229,6/10/1997,1997,318,6,-144.11548,53,173.88452,1134087,868058,47.69545654,-122.5560082
189995,7/3/1997,1997,76.5,6,218.7756,90,295.2756,1133479,841699,47.62318328,-122.555687
338050,7/16/1997,1997,64,6,37.70604,31,101.70604,1136181,844289,47.63047313,-122.5450073
189997,7/30/1997,1997,117,6,92.97376,64,209.97376,1134056,866735,47.69182906,-122.555994
589949,7/16/1996,1996,400,6,-150.65616,76,249.34384,1142516,835960,47.60809634,-122.5184617
72178,10/19/1995,1995,22,6,165.00788,57,187.00788,1145474,847948,47.64115422,-122.5077121
72179,1/16/1996,1996,75,6,72.6378,45,147.6378,1134863,844314,47.63044785,-122.5503529
72186,7/29/1996,1996,126,6,90.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
338060,8/6/1996,1996,75,6,102.16536,54,177.16536,1129817,855002,47.65937423,-122.5719467
72192,9/20/1996,1996,287,6,-142.64304,44,144.35696,1128639,858987,47.67020905,-122.5771504
72195,12/18/1996,1996,241,6,47.71392,88,288.71392,1134274,873359,47.70999556,-122.5558101
72200,2/26/1997,1997,545,6,-397.3622,45,147.6378,1129845,856325,47.66300155,-122.5719741
72204,4/7/1997,1997,98,6,-98,0,0,1131631,873456,47.71007206,-122.5665506
72207,4/29/1997,1997,92,6,39.2336,40,131.2336,1127151,852411,47.65208189,-122.5824825
72208,5/9/1997,1997,249,6,-58.71128,58,190.28872,1132776,868093,47.69545867,-122.5613329
72210,5/28/1997,1997,63,6,78.07612,43,141.07612,1128503,855027,47.65934801,-122.577279
72212,6/11/1997,1997,67,6,34.70604,31,101.70604,1136181,844289,47.63047313,-122.5450073
72213,6/19/1997,1997,321,6,-183.20472,42,137.79528,1134028,865422,47.68822919,-122.5559687
72218,7/28/1997,1997,204,6,91.2756,90,295.2756,1133479,841699,47.62318328,-122.555687
72221,8/19/1997,1997,499,6,-499,0,0,1139505,871860,47.70625977,-122.5344157
72262,8/22/1994,1994,153,6,-2.08136,46,150.91864,1144248,850591,47.64831117,-122.5129567
72265,10/11/1994,1994,128,6,-13.1706,35,114.8294,1125887,856392,47.66289907,-122.588036
72274,8/5/1993,1993,217,6,-26.71128,58,190.28872,1132776,868093,47.69545867,-122.5613329
72275,8/9/1993,1993,49,6,180.6588,70,229.6588,1130177,831145,47.5940256,-122.5679491
72282,9/14/1993,1993,81,6,20.70604,31,101.70604,1132697,861549,47.6775212,-122.5609594
