Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd
1,1129401,843098,47.626724436,-122.572365177,3/9/1990,92,6,71879,W
1,1138030,867946,47.695430241,-122.539992568,1/9/1981,44,6,71895,W
1,1147994,845308,47.634095146,-122.497223122,5/29/1987,257,6,71899,W
1,1127075,851104,47.648494916,-122.582650695,1/2/1991,136,6,114927,W
1,1139405,869226,47.699035032,-122.534545755,7/30/1993,212,6,291555,W
1,1134151,870710,47.702728069,-122.556029029,6/21/2002,58,,352613,W
1,1138030,867946,47.695430241,-122.539992568,9/4/1980,150,6,460382,W
1,1140620,865244,47.688209307,-122.529198061,4/18/1990,149,6,542413,W
1,1132659,862815,47.680987571,-122.561247840,9/26/1996,47,6,589945,W
1,1143809,836902,47.610768314,-122.513319716,7/13/1995,120.3,6,589951,W
1,1146777,847915,47.641154573,-122.502425426,10/1/1993,129.5,6,589961,W
1,1137616,849549,47.644988821,-122.539741533,8/6/1993,80,6,589969,W
1,1141278,837490,47.612202102,-122.523637413,2/12/1997,339,6,589992,W
1,1129883,857645,47.666621367,-122.571960688,10/9/1996,198.5,6,596705,W
1,1146973,854517,47.659259635,-122.502310392,7/16/1985,160,6,640305,W
1,1135237,860170,47.673923885,-122.550508078,4/30/1987,140,8,640307,W
1,1133629,848309,47.641307189,-122.555777461,10/7/1988,335,10,646073,W
1,1137013,875860,47.717043851,-122.544953311,6/29/2011,114,6,741350,W
1,1129883,857645,47.666621367,-122.571960688,2/21/2014,117,6,912072,W
1,1128838,829821,47.590301081,-122.573232391,11/27/1978,47,6,67700,W
1,1139024,853461,47.655808399,-122.534441391,7/11/2014,11,6,1001238,W
1,1128889,832512,47.597678921,-122.573312395,1/28/1989,79,6,61049,W
1,1138679,838904,47.615893670,-122.534317593,11/24/1987,149,12,69337,W
1,1138679,838904,47.615893670,-122.534317593,3/21/1988,958,8,69338,W
1,1135001,850934,47.648598247,-122.550491223,4/25/1974,402,8,66903,W
1,1128352,848425,47.641246129,-122.577186086,5/1/1973,1030,6,66902,W
1,1135194,858855,47.670317430,-122.550543807,8/9/1979,118,8,61871,W
1,1137406,840281,47.619576967,-122.539621068,8/8/1979,173,6,61429,W
1,1138679,838904,47.615893670,-122.534317593,9/2/1983,143,6,67669,W
1,1138726,840224,47.619514202,-122.534265113,1/23/1980,140,8,70507,W
1,1145518,849242,47.644703235,-122.507667278,5/26/1983,397,6,61702,W
1,1135744,877212,47.720658257,-122.550248718,1/25/1978,190,8,65688,W
1,1142746,834800,47.604933673,-122.517409482,11/17/1989,125,6,331324,W
1,1132718,865452,47.688217688,-122.561288127,2/16/1978,81,6,65043,W
1,1131631,873456,47.710072062,-122.566550609,6/14/1975,105,6,71490,W
1,1127207,856371,47.66293718,-122.582679500,10/23/1976,57,6,68682,W
1,1135366,866703,47.691834844,-122.550673958,4/27/1984,335,6,61655,W
1,1136673,866670,47.691837429,-122.545366011,8/1/1990,235,6,331328,W
1,1130156,829824,47.590404134,-122.567893811,4/30/1992,69,6,71911,W
1,1146393,836871,47.610863675,-122.502845127,9/4/1974,160,8,64886,W
1,1140776,870504,47.702633800,-122.529114233,4/8/1988,526,6,61126,W
1,1131959,865610,47.688596233,-122.564385093,8/27/1985,108,6,61430,W
1,1137646,850872,47.648616319,-122.539758647,9/23/1988,230,6,70782,W
1,1137646,850872,47.648616319,-122.539758647,10/6/1987,124,6,61845,W
1,1145102,836890,47.610825773,-122.508078735,7/3/1985,229,6,70821,W
1,1143799,835923,47.608084821,-122.513258956,9/14/1979,192,6,331219,W
1,1135400,868021,47.695448838,-122.550675069,6/10/1989,256,6,68350,W
1,1135645,874608,47.713515832,-122.550375797,11/2/1978,179,6,67600,W
1,1135645,874608,47.713515832,-122.550375797,1/19/1983,217,6,70814,W
1,1138776,842882,47.626801463,-122.534340372,7/11/1981,97,6,70389,W
1,1145421,834702,47.604852143,-122.506560411,9/29/1978,272,6,69723,W
1,1140001,838854,47.615849985,-122.528954639,12/29/1980,40,6,68427,W
1,1131106,843067,47.626762065,-122.56545062,6/1/1979,114,6,67470,W
1,1133706,852283,47.652202450,-122.555885331,8/5/1983,83,6,67628,W
1,1129883,857645,47.666621367,-122.571960688,6/15/1978,348,6,66483,W
1,1134374,875960,47.717129856,-122.555679342,4/13/1992,240,8,71945,W
1,1136432,856195,47.663116513,-122.545241524,3/23/1992,213,8,71957,W
1,1141924,863887,47.684582648,-122.523764758,4/14/1992,162,6,71962,W
1,1138876,846845,47.637668304,-122.534349429,5/8/1992,104,6,71963,W
1,1140596,863933,47.684615186,-122.529158558,7/7/1992,176,6,71971,W
1,1139405,869226,47.699035032,-122.534545755,9/1/1992,435,6,71975,W
1,1144167,847987,47.641169784,-122.513015632,10/1/1986,138,6,63807,W
1,1139211,861359,47.677464061,-122.534509375,11/7/1975,123,6,278119,W
1,1138679,838904,47.615893670,-122.534317593,5/5/1986,375,6,68478,W
1,1133988,861517,47.677525847,-122.555717898,4/29/1991,53,6,68412,W
1,1135001,850934,47.648598247,-122.550491223,5/11/1978,105,6,67684,W
1,1146777,847915,47.641154573,-122.502425426,12/6/2007,72,6,552412,W
1,1131949,864449,47.685414158,-122.564302339,6/21/1984,114,6,71682,W
1,1132260,845685,47.634018821,-122.561050197,1/29/1993,115,6,72016,W
1,1133408,839058,47.615941106,-122.555695739,3/30/1993,221,6,72029,W
1,1128639,858987,47.670209045,-122.577150427,7/31/1993,158,6,72045,W
1,1131488,831138,47.594100504,-122.562637403,12/8/1992,110,6,72071,W
1,1134802,841673,47.623206416,-122.550321778,8/16/1993,82,6,278162,W
1,1134151,870710,47.702728069,-122.556029029,9/21/1993,91,6,72082,W
1,1140620,865244,47.688209307,-122.529198061,9/29/1993,138,6,72084,W
1,1132191,843044,47.626776829,-122.561050096,5/27/1993,57,6,72097,W
1,1139405,869226,47.699035032,-122.534545755,6/7/1993,403,6,72098,W
1,1128639,858987,47.670209045,-122.577150427,6/10/1993,149,6,72099,W
1,1128352,848425,47.641246129,-122.577186086,4/1/1993,154,6,72122,W
1,1146826,849196,47.644668312,-122.502358630,10/19/1993,87,6,72136,W
1,1137702,853517,47.655868272,-122.539809000,11/18/1993,256,6,72139,W
1,1134118,869384,47.699092238,-122.556022649,11/23/1993,365,5,72141,W
1,1129845,856325,47.663001551,-122.571974147,12/14/1993,138,6,72142,W
1,1143160,859894,47.673727680,-122.518334363,4/23/2005,1212,6,407499,W
1,1143160,859894,47.673727680,-122.518334363,7/26/2004,690,8,427031,W
1,1145518,849242,47.644703235,-122.507667278,7/8/1996,323,6,72154,W
1,1129402,841775,47.623099136,-122.572220201,7/25/1996,129,6,72157,W
1,1137526,845573,47.634087104,-122.539689472,7/31/1996,98,6,72159,W
1,1143824,837884,47.613460374,-122.513360529,7/31/1996,135,6,72160,W
1,1137990,866634,47.691832262,-122.540017163,1/19/1999,439,6,72165,W
1,1137990,866634,47.691832262,-122.540017163,11/8/1996,465,6,644584,W
1,1133969,862796,47.681029214,-122.555930283,11/11/1996,59,6,596707,W
1,1133969,862796,47.681029214,-122.555930283,11/12/1996,67.5,6,660495,W
1,1137406,840281,47.619576967,-122.539621068,4/8/1997,357,6,338036,W
1,1131162,856302,47.663033225,-122.566629573,4/22/1997,303,6,338038,W
1,1145474,847948,47.641154217,-122.507712109,5/20/1997,104,6,581834,W
1,1145474,847948,47.641154217,-122.507712109,5/21/1997,93,6,189990,W
1,1145474,847948,47.641154217,-122.507712109,5/22/1997,103,6,189991,W
1,1134087,868058,47.695456543,-122.556008152,6/10/1997,318,6,248229,W
1,1133479,841699,47.623183280,-122.555687007,7/3/1997,76.5,6,189995,W
1,1136181,844289,47.630473126,-122.545007266,7/16/1997,64,6,338050,W
1,1134056,866735,47.691829062,-122.555993975,7/30/1997,117,6,189997,W
1,1142516,835960,47.608096339,-122.518461733,7/16/1996,400,6,589949,W
1,1145474,847948,47.641154217,-122.507712109,10/19/1995,22,6,72178,W
1,1134863,844314,47.630447851,-122.550352853,1/16/1996,75,6,72179,W
1,1132480,856277,47.663059246,-122.561280724,7/29/1996,126,6,72186,W
1,1129817,855002,47.659374228,-122.571946723,8/6/1996,75,6,338060,W
1,1128639,858987,47.670209045,-122.577150427,9/20/1996,287,6,72192,W
1,1134274,873359,47.709995561,-122.555810060,12/18/1996,241,6,72195,W
1,1129845,856325,47.663001551,-122.571974147,2/26/1997,545,6,72200,W
1,1131631,873456,47.710072062,-122.566550609,4/7/1997,98,6,72204,W
1,1127151,852411,47.652081886,-122.582482467,4/29/1997,92,6,72207,W
1,1132776,868093,47.695458668,-122.561332907,5/9/1997,249,6,72208,W
1,1128503,855027,47.659348008,-122.577278973,5/28/1997,63,6,72210,W
1,1136181,844289,47.630473126,-122.545007266,6/11/1997,67,6,72212,W
1,1134028,865422,47.688229191,-122.555968683,6/19/1997,321,6,72213,W
1,1133479,841699,47.623183280,-122.555687007,7/28/1997,204,6,72218,W
1,1139505,871860,47.706259769,-122.534415670,8/19/1997,499,6,72221,W
1,1144248,850591,47.648311172,-122.512956714,8/22/1994,153,6,72262,W
1,1125887,856392,47.662899073,-122.588036009,10/11/1994,128,6,72265,W
1,1132776,868093,47.695458668,-122.561332907,8/5/1993,217,6,72274,W
1,1130177,831145,47.594025598,-122.567949068,8/9/1993,49,6,72275,W
1,1132697,861549,47.677521197,-122.560959395,9/14/1993,81,6,72282,W
1,1144167,847987,47.641169784,-122.513015632,2/25/2016,103,6,1506611,W
1,1132032,836451,47.608698734,-122.560996144,6/11/1979,54,8,333621,W
1,1134639,836381,47.608693143,-122.550424740,5/22/1981,61,8,61024,W
1,1136645,865365,47.688259477,-122.545342279,10/13/1990,83,6,69096,W
1,1135237,860170,47.673923885,-122.550508078,7/15/1977,62,8,68862,W
1,1143160,859894,47.673727680,-122.518334363,2/22/1985,203,8,68860,W
1,1132821,870755,47.702756233,-122.561432699,7/5/1996,298,6,72302,W
1,1132821,870755,47.702756233,-122.561432699,2/2/2018,1.3,6,1803382,W
1,1135400,868021,47.695448838,-122.550675069,8/28/1993,313,6,72325,W
1,1133003,874709,47.713603864,-122.561113412,9/22/1993,136,6,72327,W
1,1131106,843067,47.626762065,-122.56545062,4/1/1994,306,6,72344,W
1,1132289,847008,47.637646265,-122.561072812,2/4/1994,151,6,72307,W
1,1137355,838957,47.615945188,-122.539688975,2/4/1999,1080,6,341823,W
1,1147937,842668,47.626856729,-122.497183149,1/28/2000,35,,338747,W
1,1129845,856325,47.663001551,-122.571974147,4/7/1994,75,6,72490,W
1,1145474,847948,47.641154217,-122.507712109,8/8/1994,100,6,343192,W
1,1143316,867805,47.695416602,-122.518522994,9/15/1994,59,6,72545,W
1,1144663,869101,47.699062276,-122.513190042,9/19/1994,66,6,72546,W
1,1134118,869384,47.699092238,-122.556022649,9/22/1994,217,6,72559,W
1,1128525,856349,47.662972156,-122.577330990,8/31/1994,237,6,72560,W
1,1137467,842932,47.626845821,-122.539651736,11/29/1993,104.5,6,589955,W
1,1132776,868093,47.695458668,-122.561332907,3/16/1994,300,6,72591,W
1,1134274,873359,47.709995561,-122.555810060,4/13/1994,338,6,72593,W
1,1132776,868093,47.695458668,-122.561332907,3/7/1994,302,6,72594,W
1,1141235,836178,47.608603766,-122.523675230,11/29/1994,186,6,72605,W
1,1132718,865452,47.688217688,-122.561288127,10/19/1993,144,6,72608,W
1,1133677,850959,47.648572292,-122.555862957,1/4/1994,70,6,72619,W
1,1134374,875960,47.717129856,-122.555679342,2/2/1995,135,6,72633,W
1,1136208,845611,47.634097696,-122.545036791,6/14/1994,146,6,72681,W
1,1136208,845611,47.634097696,-122.545036791,7/11/1994,86,6,72684,W
1,1129401,843098,47.626724436,-122.572365177,8/16/1994,48,6,72686,W
1,1129763,852358,47.652125187,-122.571883990,10/31/1997,98,6,72710,W
1,1127262,857689,47.666552747,-122.582597594,12/31/1997,100,6,72712,W
1,1135594,873308,47.709949984,-122.550445624,3/4/1998,53,6,72716,W
1,1124567,856413,47.662860721,-122.593392510,12/3/1997,108,6,72717,W
1,1135594,873308,47.709949984,-122.550445624,5/7/1998,285,6,72721,W
1,1132642,860232,47.673908405,-122.561042892,3/14/1995,605,6,72844,W
1,1124547,855094,47.659244946,-122.593331611,5/24/1995,72,6,72849,W
1,1128503,855027,47.659348008,-122.577278973,7/21/1995,306,6,72857,W
1,1127075,851104,47.648494916,-122.582650695,4/26/1995,120,6,72872,W
1,1139024,853461,47.655808399,-122.534441391,10/2/1997,238,6,72878,W
1,1132382,852305,47.652168026,-122.561257107,7/16/1995,58,6,72883,W
1,1132845,872083,47.706396892,-122.561476197,7/27/1995,97,6,72885,W
1,1131132,854977,47.659400277,-122.566610412,9/20/1995,133,6,72893,W
1,1135694,875910,47.717087012,-122.550314292,9/27/1994,174,6,72900,W
1,1133003,874709,47.713603864,-122.561113412,9/29/1994,115,6,72902,W
1,1134325,874659,47.713561413,-122.555740593,10/7/1994,158,6,72903,W
1,1140680,867871,47.695412077,-122.529228898,12/5/1994,77,6,72914,W
1,1140404,856044,47.662983910,-122.529113961,2/22/1995,282,6,72920,W
1,1137990,866634,47.691832262,-122.540017163,1/23/1995,430,6,72923,W
1,1128480,853706,47.655726521,-122.577231125,1/3/1996,46,6,72931,W
1,1139024,853461,47.655808399,-122.534441391,1/22/1996,222,6,72932,W
1,1132718,865452,47.688217688,-122.561288127,2/10/1996,292,6,72934,W
1,1133988,861517,47.677525847,-122.555717898,4/15/1996,66,6,72941,W
1,1125887,856392,47.662899073,-122.588036009,4/17/1996,123,6,72942,W
1,1139024,853461,47.655808399,-122.534441391,4/23/1996,236,6,72944,W
1,1129672,848392,47.641250855,-122.571830468,5/28/1996,50,6,72948,W
1,1140620,865244,47.688209307,-122.529198061,4/6/1995,66,6,72966,W
1,1133577,845660,47.634044515,-122.555708311,5/15/1995,85,6,72971,W
1,1140642,866555,47.691803281,-122.529245685,5/10/1995,78,6,72973,W
1,1129650,847067,47.637618444,-122.571778526,8/17/1995,156,6,72981,W
1,1137526,845573,47.634087104,-122.539689472,10/13/1995,115,6,72988,W
1,1143293,866485,47.691797898,-122.518479213,12/7/1995,85,6,72992,W
1,1131488,831138,47.594100504,-122.562637403,3/22/1996,151,6,72997,W
1,1133939,860201,47.673916228,-122.555777514,4/18/1996,49,6,72999,W
1,1132260,845685,47.634018821,-122.561050197,1/19/1995,150,6,347861,W
1,1137013,875860,47.717043851,-122.544953311,4/6/1995,80,6,73059,W
1,1137990,866634,47.691832262,-122.540017163,4/13/1995,62,6,630262,W
1,1135400,868021,47.695448838,-122.550675069,5/24/1995,240,6,73063,W
1,1133336,836416,47.608696094,-122.555708416,10/25/1995,93,6,73074,W
1,1143316,867805,47.695416602,-122.518522994,11/22/1995,56,6,73076,W
1,1136914,873255,47.709898679,-122.545080986,12/26/1995,154,6,73077,W
1,1140776,870504,47.702633800,-122.529114233,1/15/1996,257,6,73079,W
1,1135645,874608,47.713515832,-122.550375797,2/8/1996,192,6,73081,W
1,1128503,855027,47.659348008,-122.577278973,5/24/1996,67,6,630264,W
1,1134274,873359,47.709995561,-122.555810060,5/31/1996,62,6,73089,W
1,1138726,840224,47.619514202,-122.534265113,2/10/1983,149,6,70500,W
1,1144591,828091,47.586677689,-122.509241015,8/13/1996,120,6,73337,W
1,1135518,871990,47.706333024,-122.550615032,8/29/1996,287,6,73339,W
1,1137616,849549,47.644988821,-122.539741533,1/15/1997,134,6,73420,W
1,1137585,848223,47.641353024,-122.539728162,3/17/1997,110,6,73425,W
1,1137013,875860,47.717043851,-122.544953311,8/3/1998,118,6,73473,W
1,1133445,840378,47.619560933,-122.555685241,5/19/1981,375,6,66912,W
1,1132659,862815,47.680987571,-122.561247840,3/26/1997,120,6,73495,W
1,1128921,833874,47.601413515,-122.573327828,4/28/1997,32,6,73499,W
1,1129938,858965,47.670242400,-122.571878262,6/5/1997,119,6,73503,W
1,1144208,849288,47.644737776,-122.512984044,9/16/1997,120,6,73655,W
1,1141278,837490,47.612202102,-122.523637413,2/25/1998,366,6,122205,W
1,1135237,860170,47.673923885,-122.550508078,4/8/1998,44,6,122209,W
1,1128889,832512,47.597678921,-122.573312395,6/11/1998,136,6,73659,W
1,1128861,831151,47.593947350,-122.573280867,4/12/2001,77,6,415516,W
1,1135411,832385,47.597797795,-122.546876160,10/21/2001,47,6,314730,W
1,1135744,877212,47.720658257,-122.550248718,5/9/2000,404,6,247742,W
1,1137555,846897,47.637717292,-122.539710738,7/30/1997,98,6,73688,W
1,1135694,875910,47.717087012,-122.550314292,8/25/1997,136,6,73692,W
1,1132585,858915,47.670295464,-122.561134492,9/2/1997,137,6,73694,W
1,1135694,875910,47.717087012,-122.550314292,9/16/1997,190,6,73697,W
1,1149260,827407,47.585127721,-122.490258908,9/24/1997,55,16,73698,W
1,1149260,827407,47.585127721,-122.490258908,9/9/1997,100,6,73699,W
1,1139454,870543,47.702647333,-122.534484776,12/16/1997,169,6,73709,W
1,1132191,843044,47.626776829,-122.561050096,10/23/1998,40,6,73721,W
1,1131959,865610,47.688596233,-122.564385093,4/22/1998,80,6,73725,W
1,1142828,846703,47.637557455,-122.518311614,6/9/1998,133,6,73726,W
1,1140727,869187,47.699021501,-122.529175576,9/15/1997,536.4,6,190257,W
1,1145428,846659,47.637618755,-122.507765559,9/24/1997,130,6,190259,W
1,1138907,848170,47.641301368,-122.534362328,9/25/1997,80.5,6,190260,W
1,1129650,847067,47.637618444,-122.571778526,11/5/1997,462,6,581928,W
1,1129650,847067,47.637618444,-122.571778526,2/5/2013,196,6,847151,W
1,1131160,845707,47.634000241,-122.565512024,11/12/1997,241,6,190262,W
1,1128332,847099,47.637611124,-122.577125564,12/1/1997,136,6,190264,W
1,1125869,855073,47.659283440,-122.587967362,1/8/1998,79,6,190266,W
1,1141323,838801,47.615797833,-122.523591381,2/6/1999,51,6,248385,W
1,1132718,865452,47.688217688,-122.561288127,2/26/1998,93,6,248353,W
1,1128639,858987,47.670209045,-122.577150427,3/4/1998,106,6,248358,W
1,1136713,867983,47.695438149,-122.545341882,3/11/1998,194,6,248230,W
1,1137526,845573,47.634087104,-122.539689472,3/18/1999,78,6,248375,W
1,1132821,870755,47.702756233,-122.561432699,7/29/1998,147,6,248225,W
1,1136713,867983,47.695438149,-122.545341882,4/24/1998,209,6,248231,W
1,1130239,833837,47.601406959,-122.567983886,5/11/1998,303,6,248319,W
1,1134087,868058,47.695456543,-122.556008152,6/3/1998,164,6,248228,W
1,1145102,836890,47.610825773,-122.508078735,7/8/1998,130,6,248388,W
1,1135480,835027,47.605042631,-122.546874442,10/6/1998,198,12,620715,W
1,1139454,870543,47.702647333,-122.534484776,10/28/1998,452,6,248232,W
1,1140001,838854,47.615849985,-122.528954639,11/4/1998,171,6,248384,W
1,1127169,853731,47.655700276,-122.582550840,12/9/1998,147,6,620717,W
1,1142525,837883,47.613366632,-122.518624730,12/29/1998,233,6,248359,W
1,1137064,877162,47.720615164,-122.544883317,2/25/1998,449,6,248221,W
1,1133479,841699,47.623183280,-122.555687007,3/1/1999,316,6,248382,W
1,1142521,836921,47.610730152,-122.518541149,3/11/1999,280,6,248390,W
1,1142004,867831,47.695395703,-122.523850864,3/19/1999,250,6,248235,W
1,1131631,873456,47.710072062,-122.566550609,5/13/1998,132,6,73882,W
1,1136914,873255,47.709898679,-122.545080986,1/5/1999,203,6,73891,W
1,1136279,873932,47.711708621,-122.547730384,7/13/1998,168,6,73892,W
1,1135279,861483,47.677524782,-122.550476190,8/20/1998,60,6,73897,W
1,1136964,874557,47.713469934,-122.545015070,8/27/1998,124,6,73898,W
1,1143342,869124,47.699032768,-122.518554499,2/24/1999,79,12,73908,W
1,1133605,846985,47.637677369,-122.555734828,4/16/1999,114,6,122720,W
1,1134863,844314,47.630447851,-122.550352853,7/7/1998,93,6,73983,W
1,1128480,853706,47.655726521,-122.577231125,8/11/1998,125,6,73985,W
1,1147907,841350,47.623242887,-122.497169451,8/14/1998,302,6,73986,W
1,1134863,844314,47.630447851,-122.550352853,8/20/1998,88,6,73987,W
1,1138679,838904,47.615893670,-122.534317593,10/13/1998,202,6,73989,W
1,1127207,856371,47.66293718,-122.582679500,7/1/1999,203,6,576031,W
1,1135366,866703,47.691834844,-122.550673958,9/27/1999,531,6,339941,W
1,1135366,866703,47.691834844,-122.550673958,2/27/2012,531,6,786483,W
1,1127151,852411,47.652081886,-122.582482467,8/3/1998,0,6,74057,W
1,1132191,843044,47.626776829,-122.561050096,1/8/1999,163,6,74062,W
1,1131959,865610,47.688596233,-122.564385093,6/22/1999,311,6,248357,W
1,1135307,864084,47.684654060,-122.550637010,11/29/2001,154.5,6,314737,W
1,1129999,860283,47.673858378,-122.571771269,12/7/2001,165,6,314739,W
1,1139024,853461,47.655808399,-122.534441391,6/9/1999,238,6,190439,W
1,1134947,848285,47.641335453,-122.550430893,6/16/1999,218,6,190441,W
1,1136237,846936,47.637730623,-122.545058526,1/22/2001,106,6,304201,W
1,1127169,853731,47.655700276,-122.582550840,3/6/2006,153,6,441329,W
1,1139266,863979,47.684647334,-122.534560481,9/17/1999,137,6,235599,W
1,1145102,836890,47.610825773,-122.508078735,9/22/1999,196,6,235601,W
1,1141323,838801,47.615797833,-122.523591381,1/4/2000,327,6,248386,W
1,1132718,865452,47.688217688,-122.561288127,1/17/2000,259,6,248354,W
1,1134325,874659,47.713561413,-122.555740593,1/18/1999,95,6,248222,W
1,1132798,869426,47.699112899,-122.561385041,4/2/1998,177,6,248226,W
1,1129999,860283,47.673858378,-122.571771269,11/2/2001,184,6,314738,W
1,1140349,853406,47.655751230,-122.529061731,12/10/2001,102,6,326001,W
1,1132689,864134,47.684604039,-122.561266006,1/23/2002,217,6,325904,W
1,1129938,858965,47.670242400,-122.571878262,3/19/2002,80.6,6,331554,W
1,1130209,832490,47.597713614,-122.567962318,3/12/2002,128,6,331539,W
1,1132480,856277,47.663059246,-122.561280724,8/16/2000,73,6,247208,W
1,1135150,857541,47.666713638,-122.550583694,11/4/1982,149,8,68864,W
1,1135237,860170,47.673923885,-122.550508078,2/24/1986,105,8,68861,W
1,1135237,860170,47.673923885,-122.550508078,3/4/1986,75,8,68863,W
1,1129650,847067,47.637618444,-122.571778526,1/27/2003,93.5,6,353036,W
1,1129650,847067,47.637618444,-122.571778526,1/29/2003,92.7,6,353037,W
1,1133629,848309,47.641307189,-122.555777461,8/8/2003,90,6,367914,W
1,1142896,849337,47.644780156,-122.518309238,4/18/2000,118,6,248371,W
1,1135400,868021,47.695448838,-122.550675069,4/8/2000,292,6,248227,W
1,1145981,869077,47.699088588,-122.507837653,9/26/2000,119,6,304542,W
1,1145080,835891,47.608086633,-122.508064802,11/20/2000,160.7,6,304527,W
1,1141323,838801,47.615797833,-122.523591381,12/29/2000,309,6,304202,W
1,1132225,844365,47.630399163,-122.561052226,1/15/2001,169,6,304214,W
1,1136760,869303,47.699058541,-122.545290074,3/12/2001,200,6,306975,W
1,1131106,843067,47.626762065,-122.56545062,3/5/2001,427,6,306958,W
1,1132776,868093,47.695458668,-122.561332907,4/13/2001,203,6,305083,W
1,1145102,836890,47.610825773,-122.508078735,4/19/2001,193.5,6,306959,W
1,1144167,847987,47.641169784,-122.513015632,9/14/1999,127,6,248372,W
1,1143809,836902,47.610768314,-122.513319716,10/1/1999,289,6,248389,W
1,1136153,842968,47.626851219,-122.544981904,10/7/1999,136,6,248379,W
1,1135337,865393,47.688243121,-122.550653401,10/22/1999,131,6,248355,W
1,1129672,848392,47.641250855,-122.571830468,11/10/1998,49,6,248360,W
1,1129817,855002,47.659374228,-122.571946723,11/16/1999,63,6,248364,W
1,1140620,865244,47.688209307,-122.529198061,9/16/1999,35,6,248351,W
1,1135028,852258,47.652228263,-122.550521342,1/10/2000,261,6,367460,W
1,1135028,852258,47.652228263,-122.550521342,1/14/2000,119.5,6,367618,W
1,1127075,851104,47.648494916,-122.582650695,2/19/2000,64,6,367461,W
1,1133969,862796,47.681029214,-122.555930283,2/21/2005,49.5,6,403700,W
1,1134863,844314,47.630447851,-122.550352853,3/20/2000,84,6,367465,W
1,1134639,836381,47.608693143,-122.550424740,4/18/2000,66,8,333620,W
1,1132845,872083,47.706396892,-122.561476197,4/25/2000,96,6,367467,W
1,1135440,869343,47.699074214,-122.550652248,5/2/2000,53.5,6,367468,W
1,1135366,866703,47.691834844,-122.550673958,6/26/2000,257.5,6,403701,W
1,1135400,868021,47.695448838,-122.550675069,8/7/2000,222,6,367472,W
1,1133511,843020,47.626805477,-122.555696880,9/6/2000,200,6,367476,W
1,1138630,837584,47.61227299,-122.534378170,9/13/2000,180.5,6,367479,W
1,1132749,866768,47.691825994,-122.561301921,10/4/2000,67.5,6,367482,W
1,1136723,832348,47.597789602,-122.541556892,10/12/2000,31.25,6,367483,W
1,1136323,850911,47.648629293,-122.545127805,10/26/2000,64.2,6,367480,W
1,1135001,850934,47.648598247,-122.550491223,11/9/2000,127.5,6,367478,W
1,1136181,844289,47.630473126,-122.545007266,6/14/1999,147,6,248377,W
1,1136086,840323,47.619598381,-122.544975458,9/13/2000,164,6,304526,W
1,1138968,850819,47.648564664,-122.534392082,10/20/2000,439,6,304521,W
1,1134181,872037,47.706366419,-122.556047694,2/19/2001,82,6,304216,W
1,1127169,853731,47.655700276,-122.582550840,8/14/2001,135,6,315296,W
1,1134181,872037,47.706366419,-122.556047694,10/15/2001,339,6,314753,W
1,1128503,855027,47.659348008,-122.577278973,10/24/2001,51,6,314741,W
1,1133677,850959,47.648572292,-122.555862957,1/2/2002,130,6,325253,W
1,1141644,852030,47.652071807,-122.523666269,6/10/2002,254,6,334741,W
1,1138030,867946,47.695430241,-122.539992568,6/21/2002,73,6,336418,W
1,1133511,843020,47.626805477,-122.555696880,9/10/2002,135,6,345958,W
1,1132480,856277,47.663059246,-122.561280724,4/9/2003,173,6,360850,W
1,1133677,850959,47.648572292,-122.555862957,6/24/2003,119,6,366257,W
1,1135411,832385,47.597797795,-122.546876160,8/8/2003,75,6,368456,W
1,1134947,848285,47.641335453,-122.550430893,11/6/2003,227,6,372690,W
1,1128332,847099,47.637611124,-122.577125564,3/8/2004,664,6,377868,W
1,1128332,847099,47.637611124,-122.577125564,4/22/2004,767,6,384088,W
1,1138907,848170,47.641301368,-122.534362328,3/17/2004,168,6,377866,W
1,1134056,866735,47.691829062,-122.555993975,4/19/2004,275,6,379216,W
1,1129938,858965,47.670242400,-122.571878262,10/22/2003,201.7,6,391531,W
1,1139454,870543,47.702647333,-122.534484776,3/19/2004,200,6,389938,W
1,1132749,866768,47.691825994,-122.561301921,6/22/2004,314.5,6,389936,W
1,1142051,869147,47.699005124,-122.523797178,6/28/2004,257,6,389935,W
1,1128639,858987,47.670209045,-122.577150427,8/11/2004,180,6,389942,W
1,1141323,838801,47.615797833,-122.523591381,11/12/2004,302,6,403709,W
1,1128639,858987,47.670209045,-122.577150427,3/8/2005,220,6,405601,W
1,1142860,848022,47.641174149,-122.518318743,3/17/2005,100,6,405602,W
1,1142860,848022,47.641174149,-122.518318743,5/5/2016,104,6,1564874,W
1,1142860,848022,47.641174149,-122.518318743,10/26/2005,106.5,6,530109,W
1,1135028,852258,47.652228263,-122.550521342,7/10/2006,75.3,6,589981,W
1,1136723,832348,47.597789602,-122.541556892,9/27/2006,61.3,6,589979,W
1,1144208,849288,47.644737776,-122.512984044,2/28/2007,329.5,6,537929,W
1,1142521,836921,47.610730152,-122.518541149,6/23/2007,243.8,6,497595,W
1,1143809,836902,47.610768314,-122.513319716,8/20/2007,113,6,497512,W
1,1141644,852030,47.652071807,-122.523666269,5/29/2008,156,,529080,W
1,1138030,867946,47.695430241,-122.539992568,1/27/2009,657,6,589975,W
