well_log_id,well_depth_qt,well_diameter_qt,well_comp_dt,well_type_cd,ST_PLANE_XCOORD_NR,ST_PLANE_YCOORD_NR,srcLat,srcLon
330222,622,16,6/11/1993,W,1070333,847368,47.63392507,-122.8122861
70621,257,6,12/30/1991,W,1080730,845755,47.6303331,-122.7699506
72038,90,6,2/16/1993,W,1065201,812253,47.53729338,-122.8288856
108804,144,6,4/1/1993,W,1114036,791758,47.48491419,-122.6290278
72039,128,6,4/14/1993,W,1127605,805958,47.52481914,-122.5756826
72040,222,6,5/21/1993,W,1062389,843571,47.62287857,-122.8440309
72041,376,6,4/15/1993,W,1046697,824660,47.56976744,-122.9052887
108806,84,6,4/27/1993,W,1136704,795176,47.49592216,-122.5377424
72042,363,6,4/23/1993,W,1086292,854874,47.65575637,-122.7484588
72043,86,6,4/29/1993,W,1126390,810010,47.53583543,-122.5810309
108807,126,6,5/17/1993,W,1131392,794074,47.49252403,-122.5591057
108808,268,6,5/25/1993,W,1127941,768975,47.42349292,-122.5703949
108809,81,6,5/28/1993,W,1127433,795482,47.49609817,-122.5752631
289175,394,6,6/28/1993,W,1133425,774121,47.43798818,-122.5487895
102691,101,6,6/29/1993,W,1138022,795134,47.49590027,-122.5324085
71798,238,6,7/6/1993,W,1129375,819102,47.56096611,-122.5699174
106123,282,6,7/20/1993,W,1110787,765424,47.41250663,-122.6392744
63069,217,6,7/19/1993,W,1057118,845034,47.62645588,-122.8655711
72044,71,6,7/26/1993,W,1117052,866071,47.68877444,-122.6249304
108628,202,6,7/1/1993,W,1107455,793252,47.48851836,-122.6557977
108810,158,6,8/4/1993,W,1102827,764319,47.40888222,-122.6712874
108811,218,6,8/1/1993,W,1078847,832607,47.59415765,-122.776045
72045,158,6,7/31/1993,W,1128639,858987,47.67020904,-122.5771504
72046,226,6,8/20/1993,W,1102093,859797,47.67046285,-122.6849299
108812,228,8,8/16/1993,W,1094298,787136,47.47076069,-122.708297
108813,170,6,8/20/1993,W,1120161,770502,47.42711363,-122.6019756
108814,136,6,8/27/1993,W,1097600,765755,47.41242114,-122.6925493
108815,99,6,8/30/1993,W,1105489,765520,47.41237387,-122.660674
108816,132,6,9/10/1993,W,1131432,795391,47.49613607,-122.559083
72047,68,6,9/3/1993,W,1116062,881785,47.73175912,-122.630671
108817,111,6,9/7/1993,W,1127433,795482,47.49609817,-122.5752631
72048,107,6,9/21/1993,W,1063945,852818,47.64834186,-122.8388363
72049,149,6,9/27/1993,W,1064945,806983,47.52283211,-122.8292915
72050,119,6,10/12/1993,W,1045205,844000,47.62263357,-122.9137262
108818,258,6,10/8/1993,W,1134629,770134,47.42714728,-122.5435089
72051,380,6,9/28/1993,W,1090021,848112,47.63751828,-122.7325594
72052,335,6,10/14/1993,W,1047818,842655,47.61916702,-122.9029703
72053,158.6,6,10/21/1993,W,1062516,811057,47.5337984,-122.8396064
108819,79,6,10/27/1993,W,1142063,797625,47.50301107,-122.5163255
72054,338,6,11/9/1993,W,1126241,804639,47.52110605,-122.5810603
108820,122,6,12/14/1993,W,1143425,800229,47.51024257,-122.5110859
108821,116,6,11/4/1993,W,1082157,771547,47.42709985,-122.755562
72055,401,6,11/1/1993,W,1045604,841399,47.61554045,-122.9117868
72056,100,6,11/8/1993,W,1079207,837852,47.60855796,-122.7751998
72057,78,6,11/16/1993,W,1055935,824625,47.57043765,-122.8678819
108822,222,6,12/5/1993,W,1119251,783728,47.46329248,-122.6070777
108823,223,6,1/13/1994,W,1110738,764114,47.40891297,-122.6393288
72058,281,6,2/14/1994,W,1121188,923859,47.84741929,-122.6144339
72059,196,6,2/17/1994,W,1088972,872119,47.70321712,-122.7395763
72060,406,6,3/16/1994,W,1050471,842601,47.61924009,-122.8922125
108824,53,6,3/2/1994,W,1123121,786278,47.47056296,-122.5917119
72061,130,6,3/22/1994,W,1111584,910898,47.81119539,-122.6520849
72062,309,6,3/21/1994,W,1089003,857451,47.6630288,-122.7377609
108825,302,6,3/24/1994,W,1131819,767580,47.41994784,-122.5545882
108826,540,6,4/1/1994,W,1078847,832607,47.59415765,-122.776045
108827,67,6,4/9/1994,W,1129759,784812,47.46702485,-122.564728
108741,152,6,4/6/1994,W,1110062,791846,47.48486022,-122.6451031
72063,327,6,4/13/1994,W,1125428,819199,47.56094692,-122.5859073
108828,57,6,5/23/1994,W,1134671,771468,47.43080615,-122.5434789
108829,125,6,4/14/1994,W,1098999,768356,47.41965544,-122.6871926
72064,98,6,4/28/1994,W,1058549,848870,47.63708391,-122.8602365
108830,136,6,4/6/1994,W,1127895,767651,47.41986116,-122.5704403
72065,260,6,5/13/1994,W,1093358,833544,47.59785804,-122.71737
108831,321,6,5/16/1994,W,1102827,764319,47.40888222,-122.6712874
66877,345,8,9/9/1975,W,1149509,907787,47.80540527,-122.4974971
72066,7,6,10/20/1992,W,1143397,910099,47.81131342,-122.5225971
72067,223,6,10/26/1992,W,1119876,877717,47.72089379,-122.6147375
72250,354,6,11/10/1992,W,1145369,929878,47.86564636,-122.516633
72068,101,6,11/17/1992,W,1144724,910064,47.81131065,-122.5171956
72069,546,6,11/27/1992,W,1129491,891967,47.76064021,-122.5772183
72070,184,6,11/24/1992,W,1141142,942061,47.89872942,-122.5351248
72071,110,6,12/8/1992,W,1131488,831138,47.5941005,-122.5626374
72072,432,6,12/28/1992,W,1149546,909106,47.80902199,-122.4974825
72073,144,6,1/5/1993,W,1143497,912705,47.81846098,-122.5224622
72074,167,6,7/8/1993,W,1142715,932629,47.87299751,-122.5277277
72075,85,6,7/26/1993,W,1134219,914343,47.82229103,-122.5603807
120072,82,6,8/4/1993,W,1135544,914300,47.82226794,-122.5549854
72076,87,6,8/10/1993,W,1137868,902225,47.78934761,-122.5442568
72077,189,6,8/12/1993,W,1140144,942091,47.89874098,-122.5391942
278162,82,6,8/16/1993,W,1134802,841673,47.62320642,-122.5503218
72079,197,6,9/3/1993,W,1135098,898278,47.77833531,-122.5551012
72080,294,6,9/8/1993,W,1145511,935133,47.88005477,-122.516602
72081,69,6,8/25/1993,W,1138048,908914,47.80768855,-122.5442299
72082,91,6,9/21/1993,W,1134151,870710,47.70272807,-122.556029
72083,216,6,9/27/1993,W,1089337,868107,47.6922526,-122.7376326
72084,138,6,9/29/1993,W,1140620,865244,47.68820931,-122.5291981
72085,116,6,10/6/1993,W,1133055,919707,47.83690485,-122.565688
72086,79,6,10/13/1993,W,1128635,906617,47.80071992,-122.5822688
72087,284,6,10/10/1993,W,1141142,942061,47.89872942,-122.5351248
72088,95,6,10/21/1993,W,1140668,907516,47.80404358,-122.5334268
72089,59,6,11/11/1993,W,1134983,895646,47.77111524,-122.5552898
337917,294,6,11/9/1993,W,1143928,927257,47.85836379,-122.5222269
69372,239,12,7/3/1990,W,1092458,841427,47.61938922,-122.7219158
781312,264.5,,8/2/1976,W,1108885,908303,47.80388297,-122.6627735
781310,120,8,7/20/1986,W,1111194,778602,47.44865056,-122.6390744
61724,81,6,1/22/1987,W,1121739,896160,47.77156542,-122.6091756
72092,205,6,4/27/1993,W,1101761,886258,47.74294195,-122.6892568
72093,203,6,5/6/1993,W,1104193,878293,47.7213023,-122.6784837
278913,219,6,5/11/1993,W,1143631,916667,47.82932638,-122.5223304
72095,216,6,5/26/1993,W,1147114,914884,47.82468478,-122.5079731
72096,236,6,5/26/1993,W,1042827,830206,47.58463888,-122.9216467
72097,57,6,5/27/1993,W,1132191,843044,47.62677683,-122.5610501
72098,403,6,6/7/1993,W,1139405,869226,47.69903503,-122.5345458
72099,149,6,6/10/1993,W,1128639,858987,47.67020904,-122.5771504
72100,94,6,6/14/1993,W,1152148,891259,47.76029925,-122.4850714
72101,517,6,6/14/1993,W,1078150,847152,47.63395699,-122.7805724
72103,305,8,1/13/1993,W,1094384,862546,47.67740581,-122.716516
69794,289,6,12/19/1992,W,1063593,840904,47.61566892,-122.8388307
61530,179,6,10/30/1989,W,1150573,910628,47.81326358,-122.4934616
781308,180,6,1/8/1976,W,1104262,880925,47.72851927,-122.6784987
108833,180,6,5/23/1994,W,1088167,792628,47.48533731,-122.733704
72104,320,6,3/16/1993,W,1093720,840057,47.61573255,-122.7166452
72105,62,6,3/19/1993,W,1059715,808554,47.5267116,-122.8506376
108834,188,6,5/31/1994,W,1078797,831282,47.59052304,-122.7760927
108835,168,6,5/31/1994,W,1107495,794579,47.49215782,-122.6557826
72106,213,6,4/20/1994,W,1124912,804663,47.52107558,-122.5864393
337966,248,6,8/28/1997,W,1124912,804663,47.52107558,-122.5864393
108836,75,6,11/7/1994,W,1112541,779899,47.4523049,-122.6337744
108837,156,6,11/8/1994,W,1137846,784561,47.46691266,-122.5320185
108838,173,6,7/5/1994,W,1089075,781999,47.45628091,-122.7288189
108839,65,6,6/5/1994,W,1120774,795544,47.49578473,-122.602196
108840,104,6,5/25/1994,W,1110832,766734,47.41609999,-122.6392362
72108,128,6,3/28/1994,W,1128521,904007,47.79356024,-122.5824521
72109,205,6,5/4/1994,W,1132479,901086,47.78584187,-122.5660467
108841,49,6,5/12/1994,W,1090372,783290,47.45991903,-122.7237256
108842,124,6,4/20/1994,W,1076528,802406,47.51121832,-122.7818986
108843,101,6,5/2/1994,W,1101910,780262,47.45250342,-122.6767658
108844,67,6,4/14/1994,W,1139377,796400,47.49946528,-122.5270609
108846,265,6,2/2/1994,W,1065703,831892,47.59114679,-122.8292016
108847,70,6,2/9/1994,W,1090372,783290,47.45991903,-122.7237256
108848,141,6,1/23/1994,W,1117434,766589,47.41619038,-122.6125648
108849,357,6,1/14/1994,W,1078784,829962,47.58690506,-122.775991
72110,94,6,1/7/1994,W,1078110,845833,47.63033968,-122.7805799
108850,131,6,1/4/1994,W,1112605,783863,47.46317269,-122.6339492
72111,279,6,12/22/1993,W,1057081,843714,47.62283607,-122.8655606
72112,129,6,12/22/1993,W,1128061,819134,47.56095917,-122.5752406
108851,107,6,12/15/1993,W,1112706,791787,47.48489514,-122.6344078
104595,64,6,6/25/1993,W,1126973,782220,47.4597211,-122.5757116
108852,149,6,6/4/1993,W,1133503,776751,47.44520131,-122.5487505
101673,305,6,7/14/1993,W,1110125,794499,47.49213513,-122.6451402
72113,324,6,6/10/1993,W,1055114,833295,47.59412611,-122.8722621
108853,299,6,5/11/1993,W,1113368,762754,47.40538095,-122.6285634
72114,281,6,5/17/1993,W,1066519,812194,47.53723825,-122.8235454
108855,220,6,6/8/1994,W,1103923,802767,47.51432717,-122.6711363
414190,346,16,5/12/2005,W,1100177,806911,47.52539934,-122.6867531
414189,627,12,1/7/2005,W,1100177,806911,47.52539934,-122.6867531
72116,380,6,2/25/1993,W,1138889,939474,47.89148164,-122.5440311
72118,78,6,1/15/1993,W,1136472,899577,47.78199264,-122.549653
72122,154,6,4/1/1993,W,1128352,848425,47.64124613,-122.5771861
72127,254,6,5/20/1993,W,1105358,874255,47.71032609,-122.6733012
72129,128,6,6/4/1993,W,1061467,820377,47.55925082,-122.8449722
72134,145,6,7/26/1993,W,1118554,877757,47.72090613,-122.6201101
108857,166,6,9/30/1993,W,1074985,834079,47.59788457,-122.7918623
72135,254,6,10/19/1993,W,1106214,905731,47.79663467,-122.6733479
72136,87,6,10/19/1993,W,1146826,849196,47.64466831,-122.5023586
72137,317,6,10/25/1993,W,1125200,878920,47.72457936,-122.5932483
72138,88,6,11/1/1993,W,1131503,913104,47.81870123,-122.5712982
72139,256,6,11/18/1993,W,1137702,853517,47.65586827,-122.539809
72141,365,5,11/23/1993,W,1134118,869384,47.69909224,-122.5560226
72142,138,6,12/14/1993,W,1129845,856325,47.66300155,-122.5719741
72145,80,6,3/29/1994,W,1057159,812575,47.53752033,-122.8614651
108859,295,6,4/7/1994,W,1078758,827319,47.57966085,-122.7757874
72146,184,6,4/19/1994,W,1108095,876824,47.71757145,-122.6624756
72147,324,6,8/25/1993,W,1138817,936817,47.8841966,-122.5440438
72148,120,6,8/19/1993,W,1126866,893455,47.76452747,-122.5880456
72149,336,6,7/17/1993,W,1126993,897323,47.77513518,-122.5879457
798951,397.3,10,9/29/2006,W,1130356,874808,47.71368507,-122.5718711
407499,1212,6,4/23/2005,W,1143160,859894,47.67372768,-122.5183344
427031,690,8,7/26/2004,W,1143160,859894,47.67372768,-122.5183344
63016,118,6,2/24/1993,W,1151276,909041,47.80896374,-122.490439
108860,128,8,5/20/1996,W,1128626,790171,47.48162961,-122.5698754
108861,179,6,6/12/1996,W,1134917,779359,47.45244911,-122.5433112
338043,109,6,6/19/1996,W,1142161,912754,47.81850124,-122.5279024
72152,79,6,6/24/1996,W,1146095,911330,47.81487551,-122.5117502
108862,398,6,6/19/1996,W,1131510,798024,47.50335723,-122.5590456
72153,300,6,6/27/1996,W,1102735,805512,47.52175959,-122.676248
108863,116,6,6/28/1996,W,1100460,772361,47.43074171,-122.6817409
72154,323,6,7/8/1996,W,1145518,849242,47.64470323,-122.5076673
72155,79,6,7/9/1996,W,1096761,857223,47.66300306,-122.7062679
72156,253,6,7/22/1996,W,1141193,924793,47.85141982,-122.5331031
108864,225,6,7/22/1996,W,1073714,834138,47.5979449,-122.7970181
72157,129,6,7/25/1996,W,1129402,841775,47.62309914,-122.5722202
72158,397,6,7/25/1996,W,1064166,821562,47.56271725,-122.8341886
72159,98,6,7/31/1996,W,1137526,845573,47.6340871,-122.5396895
72160,135,6,7/31/1996,W,1143824,837884,47.61346037,-122.5133605
72161,166,6,8/6/1996,W,1103172,890179,47.75379263,-122.6839662
72162,206,6,8/7/1996,W,1138782,935492,47.88056372,-122.5440465
72163,117,6,8/16/1996,W,1108349,888676,47.75006537,-122.6627642
72165,439,6,1/19/1999,W,1137990,866634,47.69183226,-122.5400172
644584,465,6,11/8/1996,W,1137990,866634,47.69183226,-122.5400172
596707,59,6,11/11/1996,W,1133969,862796,47.68102921,-122.5559303
660495,67.5,6,11/12/1996,W,1133969,862796,47.68102921,-122.5559303
338036,357,6,4/8/1997,W,1137406,840281,47.61957697,-122.5396211
338037,150,6,4/14/1997,W,1116018,880469,47.72814993,-122.6307053
338038,303,6,4/22/1997,W,1131162,856302,47.66303323,-122.5666296
338040,153,6,5/8/1997,W,1108188,880774,47.72840162,-122.6625379
338045,84,6,5/15/1997,W,1125228,926007,47.85360028,-122.5982224
581834,104,6,5/20/1997,W,1145474,847948,47.64115422,-122.5077121
189990,93,6,5/21/1997,W,1145474,847948,47.64115422,-122.5077121
189991,103,6,5/22/1997,W,1145474,847948,47.64115422,-122.5077121
338046,167,6,5/29/1997,W,1108095,876824,47.71757145,-122.6624756
248229,318,6,6/10/1997,W,1134087,868058,47.69545654,-122.5560082
338048,65,6,6/11/1997,W,1124284,893484,47.76441913,-122.598542
189994,203,6,6/18/1997,W,1104810,903142,47.78943484,-122.6787661
189995,76.5,6,7/3/1997,W,1133479,841699,47.62318328,-122.555687
338050,64,6,7/16/1997,W,1136181,844289,47.63047313,-122.5450073
189997,117,6,7/30/1997,W,1134056,866735,47.69182906,-122.555994
338052,61,6,8/12/1997,W,1118235,863372,47.68146606,-122.6198352
589949,400,6,7/16/1996,W,1142516,835960,47.60809634,-122.5184617
72178,22,6,10/19/1995,W,1145474,847948,47.64115422,-122.5077121
372731,124,,1/9/1995,W,1082203,772889,47.43078099,-122.7555313
108865,186,6,12/13/1995,W,1080524,800932,47.50749496,-122.7655655
72179,75,6,1/16/1996,W,1134863,844314,47.63044785,-122.5503529
108867,163,6,2/22/1996,W,1122549,763849,47.40905505,-122.5916193
698227,204,6,2/12/2005,W,1045382,828737,47.58082838,-122.9111174
338054,95,6,6/12/1996,W,1122614,766510,47.41635229,-122.5916419
338057,160,6,5/8/1996,W,1140825,912802,47.8185385,-122.5333426
72182,135,6,5/31/1996,W,1140155,936791,47.88422026,-122.5385911
72183,144,6,6/7/1996,W,1138012,907576,47.80401983,-122.5442353
72184,254,6,7/3/1996,W,1136719,908942,47.80767075,-122.5496384
72185,378,6,7/23/1996,W,1133343,885182,47.74232562,-122.5608442
72186,126,6,7/29/1996,W,1132480,856277,47.66305925,-122.5612807
72187,306,6,8/2/1996,W,1117836,898857,47.7786681,-122.6253348
338060,75,6,8/6/1996,W,1129817,855002,47.65937423,-122.5719467
72188,140,6,8/12/1996,W,1114540,872672,47.70667597,-122.6358501
72189,128,6,8/15/1996,W,1143445,911402,47.81488706,-122.5225378
72190,315,6,9/3/1996,W,1115658,914722,47.82197636,-122.6359352
72191,111,6,9/6/1996,W,1143497,912705,47.81846098,-122.5224622
72192,287,6,9/20/1996,W,1128639,858987,47.67020904,-122.5771504
338058,289,6,12/6/1996,W,1138782,935492,47.88056372,-122.5440465
72195,241,6,12/18/1996,W,1134274,873359,47.70999556,-122.5558101
72196,310,6,12/19/1996,W,1138817,936817,47.8841966,-122.5440438
72197,294,6,1/15/1996,W,1145511,935133,47.88005477,-122.516602
72198,220,6,1/20/1997,W,1145369,929878,47.86564636,-122.516633
72199,193,6,12/3/1997,W,1103266,894141,47.76465554,-122.6840301
72200,545,6,2/26/1997,W,1129845,856325,47.66300155,-122.5719741
72202,119,6,1/17/1997,W,1126894,894769,47.76812993,-122.5880732
72203,90,6,3/27/1997,W,1136869,914259,47.82225009,-122.5495904
72204,98,6,4/7/1997,W,1131631,873456,47.71007206,-122.5665506
72205,108,6,4/14/1997,W,1150853,892606,47.76390078,-122.4904722
72206,235,6,4/28/1997,W,1142288,916722,47.82938258,-122.5278008
72207,92,6,4/29/1997,W,1127151,852411,47.65208189,-122.5824825
72208,249,6,5/9/1997,W,1132776,868093,47.69545867,-122.5613329
72209,218,6,5/15/1997,W,1125724,898651,47.77868177,-122.5932472
72210,63,6,5/28/1997,W,1128503,855027,47.65934801,-122.577279
72211,182,6,6/2/1997,W,1141301,930073,47.86589444,-122.5332177
72212,67,6,6/11/1997,W,1136181,844289,47.63047313,-122.5450073
72213,321,6,6/19/1997,W,1134028,865422,47.68822919,-122.5559687
72214,100,6,6/26/1997,W,1141504,936710,47.88409374,-122.5330878
108869,127,6,6/27/1997,W,1060646,835697,47.60116153,-122.8501439
72215,95,6,7/7/1997,W,1137825,946074,47.90948922,-122.5490642
72216,122,6,7/9/1997,W,1114764,840822,47.61941857,-122.631446
72217,206,6,7/18/1997,W,1124248,892144,47.76074484,-122.5985434
72218,204,6,7/28/1997,W,1133479,841699,47.62318328,-122.555687
72219,238,6,7/24/1997,W,1124248,892144,47.76074484,-122.5985434
72220,114,6,8/7/1997,W,1145295,928617,47.86218607,-122.516803
72221,499,6,8/19/1997,W,1139505,871860,47.70625977,-122.5344157
72222,92,6,8/28/1997,W,1115686,917348,47.82917346,-122.6361107
72223,93,6,9/3/1997,W,1141361,931388,47.86950171,-122.5331114
108805,221,6,4/8/1993,W,1109971,785256,47.46679425,-122.6447464
278533,207,6,7/8/1986,W,1105550,879582,47.72493679,-122.6731177
62998,135,,1/10/1987,W,1109832,854271,47.65590418,-122.6529228
66457,90,6,11/20/1981,W,1075755,855151,47.65568428,-122.7912233
66910,1070,6,7/10/1981,W,1115536,864651,47.68477136,-122.6309269
107633,115,6,10/2/1980,W,1128661,791507,47.48529337,-122.5698757
107641,113,8,3/10/1980,W,1127313,791512,47.48520998,-122.5753259
72224,23,6,6/18/1994,W,1066519,812194,47.53723825,-122.8235454
108871,100,6,7/5/1994,W,1107495,794579,47.49215782,-122.6557826
108872,267,6,7/7/1994,W,1134629,770134,47.42714728,-122.5435089
108874,66,6,6/28/1994,W,1118612,763909,47.40893222,-122.6075195
72226,130,6,6/30/1994,W,1095627,861193,47.67379413,-122.711319
108875,60,6,7/1/1994,W,1101889,778929,47.44884889,-122.676702
108876,99,6,7/5/1994,W,1118064,792973,47.48854067,-122.6128754
108877,125,6,7/19/1994,W,1139377,796400,47.49946528,-122.5270609
338061,381,6,7/14/1994,W,1090151,852093,47.64843666,-122.7324893
108878,162,6,7/15/1994,W,1096019,801642,47.51064361,-122.7029794
108879,117,6,8/10/1994,W,1110881,768055,47.41972379,-122.6391831
108880,81,6,11/4/1994,W,1085860,766163,47.41263501,-122.7399911
108881,76,6,12/9/1994,W,1101930,781594,47.45615513,-122.6768336
72228,337,6,1/25/1995,W,1047776,841343,47.6155687,-122.9029785
338055,630,8,12/22/1994,W,1084679,845637,47.63032015,-122.7539295
108882,98,6,1/3/1996,W,1132209,778113,47.44884164,-122.5541213
72231,193,6,3/22/1995,W,1103409,900569,47.78227879,-122.6841725
108883,82,6,4/24/1995,W,1095299,775203,47.43813671,-122.7029042
72232,102,6,5/1/1995,W,1065305,854135,47.6520608,-122.8334798
108884,111,6,4/14/1995,W,1105945,782769,47.45967769,-122.6607412
108885,147,6,3/13/1995,W,1105308,804084,47.51804053,-122.6656805
108886,79,6,4/7/1995,W,1112622,785188,47.466805,-122.6340254
72233,241,6,1/10/1995,W,1129375,819102,47.56096611,-122.5699174
577182,167.5,6,1/13/1995,W,1031143,825193,47.5699108,-122.9683283
108887,135,6,1/2/1996,W,1128418,784848,47.46702716,-122.5701514
108888,137,6,1/23/1995,W,1134828,776717,47.44520235,-122.5433942
72235,277,6,3/21/1995,W,1093300,832259,47.59433246,-122.7174586
108889,127,6,3/29/1995,W,1104516,777490,47.44510368,-122.6659295
108890,121,6,4/19/1995,W,1124621,791523,47.48504547,-122.5862102
72236,348,6,4/27/1994,W,1115333,902917,47.78960714,-122.6359565
72237,229,6,5/30/1994,W,1075367,840627,47.61585704,-122.7910855
72238,184,6,5/4/1994,W,1122590,926517,47.85480482,-122.6090166
72239,279,6,5/11/1994,W,1107267,895236,47.7679583,-122.6678928
72240,199,6,5/3/1994,W,1077079,855131,47.65573477,-122.7858516
72241,111,6,6/1/1994,W,1116822,908169,47.8041078,-122.6304794
72242,79,6,6/7/1994,W,1083190,839057,47.61217357,-122.7592011
72243,78,6,6/9/1994,W,1083190,839057,47.61217357,-122.7592011
72244,262,6,6/9/1994,W,1116438,858024,47.66667915,-122.6265415
72245,547,6,5/26/1994,W,1116904,910777,47.81125966,-122.6304324
72246,557,6,6/14/1994,W,1080854,849732,47.64124011,-122.769912
72247,151,6,6/14/1994,W,1144066,901833,47.78871103,-122.519015
72248,279,6,6/17/1994,W,1070414,851292,47.64468339,-122.8124242
72249,180,6,6/21/1994,W,1116476,896245,47.77141066,-122.6305763
108891,97,6,6/29/1994,W,1100293,766999,47.41603492,-122.6818162
72251,218,6,7/5/1994,W,1101598,879679,47.72490306,-122.6891771
72252,182,6,7/1/1994,W,1110503,870123,47.69939074,-122.6519559
72253,162,6,7/14/1994,W,1128635,906617,47.80071992,-122.5822688
72254,221,6,7/20/1994,W,1116822,908169,47.8041078,-122.6304794
72255,237,6,8/23/1994,W,1115538,909500,47.80765951,-122.635848
108892,439,6,6/27/1994,W,1086938,834983,47.60130353,-122.7435438
72256,99,6,7/11/1994,W,1107099,890026,47.75367032,-122.6679934
72257,625,6,7/18/1994,W,1058551,813848,47.54112257,-122.8559865
72258,239,6,7/27/1994,W,1092825,854652,47.65565548,-122.7219387
108893,77,6,8/3/1994,W,1061620,830756,47.58770246,-122.8456026
72259,138,6,8/1/1994,W,1057350,821917,47.56313385,-122.8618244
72260,98,6,8/3/1994,W,1057350,820593,47.559506,-122.8616639
72261,256,6,8/8/1994,W,1044131,830144,47.58457861,-122.916358
108894,137,6,8/10/1994,W,1102228,792168,47.48515432,-122.6768089
108895,60,6,8/11/1994,W,1090372,783290,47.45991903,-122.7237256
72262,153,6,8/22/1994,W,1144248,850591,47.64831117,-122.5129567
72264,79,6,9/8/1994,W,1110583,872760,47.70662232,-122.6519232
72265,128,6,10/11/1994,W,1125887,856392,47.66289907,-122.588036
305075,219,6,6/27/2001,W,1088986,869447,47.69589692,-122.7392115
108896,199,6,6/17/1993,W,1080152,832563,47.59414018,-122.7707537
108897,79,6,6/21/1993,W,1103427,788157,47.47425333,-122.6715152
108898,173,6,6/23/1993,W,1112418,773329,47.43429108,-122.6335532
72266,470,8,6/24/1993,W,1105410,875590,47.71398798,-122.6732395
72267,256,6,6/30/1993,W,1123908,880271,47.72818715,-122.598641
72268,459,6,7/12/1993,W,1076817,845873,47.6303467,-122.7858258
66593,334,6,7/12/1993,W,1116387,852712,47.6521196,-122.6261674
62127,97,6,7/14/1993,W,1094263,859903,47.67015451,-122.7167055
62796,157,6,12/28/1992,W,1083268,841703,47.61943,-122.7591922
72269,257,6,7/22/1993,W,1114540,872672,47.70667597,-122.6358501
72270,192,6,7/26/1993,W,1105358,874255,47.71032609,-122.6733012
72271,69,6,7/26/1993,W,1111920,874032,47.71020755,-122.6466363
108899,157,6,7/27/1993,W,1102827,764319,47.40888222,-122.6712874
72272,145,6,7/29/1993,W,1112913,910864,47.81120149,-122.6466754
108900,118,6,7/29/1993,W,1086495,780734,47.4526141,-122.7390979
72273,318,6,8/4/1993,W,1062447,846220,47.63014156,-122.844115
108901,126,6,8/8/1993,W,1071155,834178,47.59784979,-122.8073893
72274,217,6,8/5/1993,W,1132776,868093,47.69545867,-122.5613329
72275,49,6,8/9/1993,W,1130177,831145,47.5940256,-122.5679491
72276,602,6,9/9/1993,W,1122553,925208,47.85121557,-122.6090247
338066,79,6,10/14/1993,W,1098571,869127,47.6957594,-122.7002735
523585,179,6,10/14/1993,W,1124388,784923,47.46694163,-122.5864462
72279,229,6,10/26/1993,W,1150573,910628,47.81326358,-122.4934616
72280,239,6,10/28/1993,W,1089337,868107,47.6922526,-122.7376326
72281,101,6,11/1/1993,W,1138012,907576,47.80401983,-122.5442353
72282,81,6,9/14/1993,W,1132697,861549,47.6775212,-122.5609594
72283,36,6,9/22/1993,W,1154689,888527,47.75298792,-122.4744672
72284,126,6,9/21/1993,W,1106827,878213,47.72128199,-122.6677791
72285,136,6,9/27/1993,W,1105879,892692,47.76088312,-122.6732489
72286,320,6,9/29/1993,W,1074410,853852,47.6520178,-122.7965244
72287,214,6,10/1/1993,W,1104262,880925,47.72851927,-122.6784987
72288,241,6,10/4/1993,W,1042827,830206,47.58463888,-122.9216467
72289,117,6,10/5/1993,W,1111413,904298,47.79309901,-122.6520478
108903,240,6,10/7/1993,W,1109448,765431,47.41242614,-122.644681
72290,67,6,10/7/1993,W,1070437,852597,47.64826095,-122.8124861
72291,97,6,10/12/1993,W,1117163,875163,47.71369573,-122.6254745
108904,79,6,10/12/1993,W,1105992,785399,47.46688845,-122.6608425
72292,34,36,12/7/1995,W,1099832,867749,47.6920799,-122.695
72293,598,12,6/15/1994,W,1148311,909099,47.80891699,-122.5025051
1506611,103,6,2/25/2016,W,1144167,847987,47.64116978,-122.5130156
72036,525,12,9/2/1993,W,1113855,896312,47.77139972,-122.6412366
72296,343,6,9/2/1993,W,1077959,840543,47.61583275,-122.7805718
72297,129,6,11/15/1995,W,1083230,840380,47.61580186,-122.7591926
72298,1160,8,8/6/1993,W,1138305,918216,47.83319439,-122.5441653
72299,222,6,10/7/1994,W,1131904,816418,47.55379243,-122.5593949
70677,171,6,1/6/1991,W,1050688,821787,47.56222777,-122.8887778
68538,234,6,6/21/1991,W,1130457,877419,47.72084684,-122.5717396
333621,54,8,6/11/1979,W,1132032,836451,47.60869873,-122.5609961
61024,61,8,5/22/1981,W,1134639,836381,47.60869314,-122.5504247
69096,83,6,10/13/1990,W,1136645,865365,47.68825948,-122.5453423
71917,138,6,3/31/1992,W,1105971,896588,47.771565,-122.6733114
637202,364,12,7/26/1991,W,1074362,851218,47.64479676,-122.796408
65800,166,6,4/23/1984,W,1075699,852510,47.64844344,-122.7911392
427034,256.5,6,7/31/1987,W,1131793,764895,47.41258762,-122.5544107
103031,134,6,7/16/1990,W,1139172,788485,47.47775991,-122.5270672
106053,135,6,7/17/1979,W,1105851,777431,47.44504235,-122.66053
68862,62,8,7/15/1977,W,1135237,860170,47.67392389,-122.5505081
68860,203,8,2/22/1985,W,1143160,859894,47.67372768,-122.5183344
